15.198456,0,4
28.927124,0,9
41.53958,0,12
52.99005,0,15
63.049683,0,20
71.53058,0,23
79.2059,0,26
86.0206,0,31
92.239624,0,32
97.81995,0,35
102.27228,0,38
106.35864,0,43
110.153534,0,46
112.980316,0,49
115.68964,0,54
118.16614,0,57
120.175995,0,60
122.29498,0,65
124.68121,0,68
126.81595,0,71
128.70068,0,74
130.29163,0,79
130.91693,0,82
131.6576,0,85
132.50049,0,90
133.20728,0,93
133.1146,0,96
133.81604,0,101
134.19592,0,104
134.5617,0,107
134.86737,0,108
133.98584,0,113
134.21649,0,116
135.57211,0,119
135.99512,1,124
135.89313,1,127
136.09113,1,130
135.80197,1,135
135.30728,1,138
133.99615,1,141
133.83719,1,144
134.83923,1,149
136.20529,1,152
138.38104,2,155
140.9201,2,160
142.86377,2,163
142.81793,2,166
141.66348,2,171
140.60675,2,174
139.0982,2,177
137.48544,2,180
138.57562,2,183
138.60242,2,186
136.93805,2,189
137.55402,3,194
136.50876,3,197
137.69147,3,200
134.09131,3,205
132.9588,3,208
130.88608,3,211
129.54004,3,214
128.89252,3,219
129.00821,3,222
130.22772,4,225
134.64731,4,230
137.13086,4,233
135.7843,4,236
133.48169,4,241
130.85266,4,244
128.46307,4,247
128.22516,4,250
128.27905,5,255
129.66647,5,258
130.7157,5,259
130.26599,5,264
129.8147,5,267
127.839264,5,270
124.97534,5,275
123.600555,5,278
122.31543,5,281
121.89923,5,284
123.89496,6,289
126.66785,6,292
131.08414,6,295
131.48349,6,300
128.12976,6,303
127.37396,6,306
126.239746,6,311
126.013885,6,314
126.71466,6,317
125.95206,6,320
128.5257,7,325
129.00507,7,328
130.18219,7,331
132.00519,7,334
129.51505,7,337
127.41632,7,340
128.0506,7,345
128.11401,7,348
129.39496,7,351
129.68341,7,354
132.0069,8,359
135.13052,8,362
140.12964,8,365
140.39154,8,370
141.28201,8,373
142.26822,8,376
142.42773,8,381
144.2626,8,384
145.43042,8,387
146.02414,9,390
145.57916,9,395
146.14667,9,398
146.45041,9,401
145.44888,9,406
144.90631,9,409
144.23517,9,410
143.58789,9,415
143.29144,9,418
142.81888,9,421
143.36725,10,424
144.46442,10,429
145.35706,10,432
145.23431,10,435
144.40897,10,440
144.39648,10,443
143.61203,10,446
142.982,10,451
142.34204,10,454
140.98056,10,457
140.25806,11,460
139.1217,11,465
139.07498,11,468
137.97028,11,471
136.48206,11,476
135.15887,11,479
133.81897,11,482
132.77982,11,485
131.51862,11,488
130.64868,11,491
131.04593,12,494
131.86133,12,499
132.3017,12,502
131.62341,12,505
130.82025,12,510
130.10614,12,513
129.19513,12,516
129.3648,12,521
128.95416,12,524
129.04156,13,527
129.0509,13,530
129.17035,13,535
128.62878,13,538
127.59656,13,541
126.81363,13,546
126.47821,13,549
126.16788,13,552
125.7825,13,557
126.77249,14,560
127.571045,14,561
128.56036,14,564
129.62885,14,569
129.74594,14,572
129.80322,14,575
130.3104,14,580
130.59851,14,583
131.08722,14,586
131.07788,14,591
131.78622,15,594
132.64474,15,597
132.75702,15,600
133.26312,15,605
132.76703,15,608
132.80704,15,611
132.96667,15,616
133.17221,15,619
133.62592,15,622
134.73108,16,627
135.59656,16,630
136.72675,16,633
137.64838,16,636
138.14569,16,639
138.47314,16,642
139.121,16,645
139.18335,16,650
139.3913,16,653
140.06094,16,656
140.53021,17,661
141.25522,17,664
141.0459,17,667
141.5141,17,670
140.98285,17,675
140.77332,17,678
141.02524,17,681
141.27542,17,686
141.71542,17,689
142.35144,17,692
143.70361,18,697
145.52725,18,700
146.19424,18,703
146.58466,18,706
147.35583,18,711
147.92938,18,712
148.39563,18,715
149.18677,18,720
149.84183,18,723
150.03644,19,726
150.24124,19,731
150.46124,19,734
150.78531,19,737
150.3053,19,740
150.45093,19,745
150.51044,19,748
150.61505,19,751
150.53479,20,756
150.94391,20,759
151.42816,20,762
152.3451,20,767
152.68237,20,770
152.4599,20,773
152.37524,20,776
152.5321,20,781
152.57355,20,784
152.65607,20,787
152.72406,21,790
152.84064,21,793
152.73785,21,796
152.7641,21,801
152.28424,21,804
152.02924,21,807
151.89084,21,810
151.53162,21,815
151.58142,21,818
151.58228,21,821
151.68002,22,826
151.8891,22,829
152.60162,22,832
152.3855,22,837
152.2821,22,840
152.17102,22,843
151.71536,22,846
151.26624,22,851
150.46808,23,854
149.50159,23,857
148.41705,23,862
147.21509,23,863
145.81317,23,866
144.55017,23,871
142.87659,23,874
141.04694,23,877
138.93439,23,880
136.6973,23,885
134.24194,23,888
131.85507,24,891
129.13217,24,896
126.138916,24,899
122.79642,24,902
119.2699,24,907
115.37555,24,910
111.1947,24,913
106.6741,24,916
101.36536,25,921
95.87488,25,924
90.214966,25,927
84.56369,25,932
78.75745,25,935
72.76294,25,938
66.79202,25,941
60.89151,25,944
55.127625,25,947
49.330444,25,950
43.50702,25,955
38.084534,25,958
32.82129,25,961
27.668518,25,966
22.688477,25,969
18.082184,25,972
13.445374,25,977
9.278046,25,980
5.399994,25,983
1.8287659,25,986
358.5377,25,990
355.65198,25,991
352.9359,25,995
350.61353,26,1002
348.70374,26,1005
347.54504,26,1008
346.03748,26,1013
344.81018,26,1014
343.8977,26,1017
342.75586,26,1020
341.51367,26,1025
340.3864,26,1028
339.51337,26,1031
338.50513,27,1036
337.7851,27,1039
336.60004,27,1042
336.2173,27,1047
336.02942,27,1050
335.9265,27,1053
335.67786,27,1056
335.63354,27,1061
335.44318,27,1064
335.4431,27,1067
335.10168,28,1072
335.38416,28,1075
334.70325,28,1078
334.7494,28,1083
334.8114,28,1086
334.60706,28,1089
334.22766,28,1090
334.2536,28,1095
334.27905,28,1098
334.23822,28,1101
334.17297,29,1106
333.40735,29,1109
332.56873,29,1112
332.91595,29,1117
333.13245,29,1120
333.44257,29,1123
333.7945,29,1126
333.57446,29,1131
333.37012,30,1134
332.73218,30,1137
