1.0880585,2.644455,8.97493,1.3248625,-0.28456873,-0.12064434,0
1.0736847,2.5666504,9.270615,-0.30676174,-0.26838514,-0.11530222,1
1.1754456,2.9221802,9.972107,1.2721055,-0.28319862,-0.11733193,2
1.2041626,3.0167542,8.879166,1.2208239,-0.32475466,-0.13479428,3
1.5788574,2.8204346,9.630936,1.2428988,-0.28132915,-0.16249068,4
1.1754456,2.8324127,9.776978,-1.5343053,-0.2800708,-0.11965158,5
1.031784,2.7569885,9.061127,1.2654494,-0.29357645,-0.11338093,6
0.6247711,2.2003326,9.275391,1.2819803,-0.23240943,-0.06725634,7
0.6941986,2.244629,9.72551,1.2479769,-0.22627006,-0.07125829,8
1.1287537,2.1249237,10.391098,0.9482699,-0.20056538,-0.108202726,9
1.0641022,1.9046478,10.623337,1.191318,-0.17653915,-0.099833466,10
0.41288757,1.5563049,10.325256,1.2093835,-0.14948414,-0.03996682,11
0.90489197,1.738266,9.759018,1.1713631,-0.17553282,-0.0924593,12
-0.092300415,1.5275574,9.100616,1.216204,-0.16629343,0.010141868,13
-0.097091675,1.5383453,9.680023,0.012707026,-0.15759386,0.010029771,14
0.30155945,1.6472778,9.981689,1.1804075,-0.16348253,-0.030202076,15
0.075302124,1.5993958,9.863174,1.2248188,-0.16075438,-0.0076345257,16
0.011856079,1.5970001,9.326874,1.2029344,-0.169581,-0.0012711732,17
0.3973236,1.6005859,9.812897,1.3629351,-0.16155651,-0.040467836,18
0.23571777,1.5395355,9.555527,1.2118413,-0.15969416,-0.024663212,19
-0.37242126,1.2247009,9.54834,1.2246765,-0.12747085,0.03898401,20
0.18664551,1.4832764,10.167236,1.8635741,-0.14484182,-0.018355483,21
0.26445007,1.5826416,9.744659,1.1639621,-0.16094711,-0.02713129,22
0.1698761,1.4712982,9.858383,1.1652515,-0.1481282,-0.017229933,23
0.12199402,1.525177,9.828461,1.1532335,-0.15394005,-0.012411684,24
0.0549469,1.3551788,10.273773,1.214852,-0.13114764,-0.005348218,25
0.02142334,1.4138336,9.94577,-2.836605,-0.14120784,-0.0021540117,26
0.07649231,1.3958893,9.577072,1.2062793,-0.14472951,-0.007986854,27
0.20100403,1.5072174,9.686005,1.17734,-0.15433703,-0.020749029,28
0.4045105,1.6341095,9.0850525,1.1608624,-0.17779253,-0.044495452,29
0.24169922,1.5108185,9.78656,-0.66808426,-0.15312177,-0.024692036,30
-0.01927185,1.3037109,9.709946,1.1866256,-0.13346706,0.001984751,31
0.3255005,1.485672,9.397507,1.1453024,-0.15670203,-0.034623057,32
0.1986084,1.4365845,9.765015,1.1752933,-0.1460379,-0.020335967,33
0.039382935,1.422226,9.828461,-1.4263029,-0.1437062,-0.0040070084,34
0.43203735,1.7119141,9.560318,1.1342353,-0.1770098,-0.045159962,35
0.29078674,1.5167999,9.62854,1.14585,-0.15617755,-0.030191325,36
0.27522278,1.3551788,10.170837,1.1881554,-0.1324135,-0.02705339,37
0.17466736,1.3037109,9.647705,1.1945589,-0.13429633,-0.018102573,38
0.339859,1.2809601,10.284561,0.9552824,-0.123846695,-0.03303353,39
0.46435547,1.4868622,9.897888,1.1644228,-0.14894383,-0.046880227,40
0.33268738,1.5048218,9.951752,1.1652085,-0.14999227,-0.033417586,41
0.104034424,1.382721,9.872742,1.1702313,-0.13914168,-0.010537152,42
0.31114197,1.5359497,9.634537,2.2893057,-0.15800989,-0.03228322,43
0.2668457,1.5826263,9.557907,1.1703792,-0.16403127,-0.02791159,44
0.020233154,1.3551788,9.876343,1.2421353,-0.13636279,-0.0020486456,45
0.14353943,1.3348389,10.091827,1.2209685,-0.13149278,-0.014222374,46
0.017837524,1.2270966,10.191177,1.246944,-0.119830675,-0.0017502891,47
0.5493622,1.585022,9.56868,1.1692448,-0.16389123,-0.057349578,48
0.59124756,1.8723297,8.968933,1.0940281,-0.20536835,-0.06582648,49
0.21298218,1.4270172,9.648895,1.1438986,-0.14679477,-0.022069635,50
0.16868591,1.288147,10.106186,-0.25963566,-0.12676015,-0.016689803,51
0.3255005,1.3851166,9.653687,1.1922514,-0.14242813,-0.03370497,52
0.295578,1.3456116,9.70874,1.1966158,-0.13765761,-0.030435126,53
0.33267212,1.3839111,10.057098,1.1632872,-0.1366728,-0.033066284,54
0.44760132,1.4090576,9.876343,1.9543884,-0.14157026,-0.04528956,55
0.35302734,1.4425812,9.827255,1.157613,-0.14566031,-0.03590785,56
0.38415527,1.4748993,9.824875,1.1639863,-0.14889412,-0.039080363,57
0.40330505,1.4796753,9.800919,1.1842788,-0.14971669,-0.04112652,58
0.33506775,1.3504028,9.986481,-0.45364857,-0.13433313,-0.033539552,59
0.16389465,1.3946838,9.566299,1.1435503,-0.14475046,-0.017130828,60
0.5553436,1.5658722,9.675232,1.1387028,-0.16019294,-0.05733557,61
0.05734253,1.2055511,9.931412,1.2158356,-0.1207947,-0.00577379,62
0.21894836,1.3659515,9.750656,1.1023401,-0.1391478,-0.02245096,63
0.49668884,1.5563049,9.350815,2.269527,-0.16469547,-0.0530673,64
0.10522461,1.2187195,10.146881,1.2279418,-0.119528815,-0.010369771,65
0.19502258,1.3180695,9.676422,1.2489798,-0.13535419,-0.020151682,66
0.40330505,1.3875122,10.017593,1.1944506,-0.13752186,-0.040237945,67
0.0154418945,1.2067413,9.822479,-1.1891042,-0.12224235,-0.0015720961,68
0.7037811,1.6448822,9.33046,1.1515805,-0.1740143,-0.075285785,69
0.4272461,1.3887024,9.737473,1.2079791,-0.14152467,-0.04384836,70
-0.16770935,1.0235901,10.160049,1.2695322,-0.10039419,0.016505247,71
0.5242157,1.4593353,9.638123,2.181209,-0.15005292,-0.054336276,72
-0.01687622,1.0523224,10.266602,1.2209939,-0.10214273,0.0016437968,73
0.30514526,1.2366791,9.810501,1.2431794,-0.12533529,-0.031093918,74
0.552948,1.422226,9.621368,1.1973891,-0.14651842,-0.057407677,75
0.11003113,1.1445007,10.276169,-0.9124714,-0.11091085,-0.010706998,76
0.29437256,1.3324432,9.70755,1.2185113,-0.1363442,-0.030314792,77
0.24169922,1.3815155,9.380737,1.1803833,-0.14617263,-0.02575978,78
0.295578,1.2701874,9.4166565,1.2166517,-0.13401282,-0.031378545,79
0.010650635,1.0116272,9.990067,-0.7364045,-0.10091923,-0.0010661221,80
0.4080963,1.2845612,9.759033,1.1789739,-0.13076255,-0.04179294,81
0.4452057,1.3420105,10.075058,1.1962687,-0.13229418,-0.04416017,82
0.30993652,1.1959686,10.133728,1.1990212,-0.11742083,-0.030575119,83
0.8306732,1.5108032,9.94577,2.1276815,-0.15023641,-0.083326854,84
0.4452057,1.3767395,9.70636,1.167176,-0.14075302,-0.045835294,85
0.44760132,1.2294922,9.882324,1.2106297,-0.12365177,-0.045262188,86
0.9144745,1.430603,9.924225,1.1696295,-0.1425706,-0.09188621,87
0.7803955,1.1899872,9.94577,1.1537927,-0.11872002,-0.078304626,88
0.98509216,1.1840057,9.890701,1.5619159,-0.11856095,-0.09927042,89
1.2951508,1.3013153,9.905075,1.184206,-0.12954025,-0.13001864,90
1.2017822,1.1911774,9.638123,1.1856385,-0.12203109,-0.124050245,91
1.0521393,1.0678864,9.877548,1.2321415,-0.107093036,-0.10611813,92
1.3598022,1.1564636,9.784164,1.8580021,-0.11654174,-0.13809532,93
1.276001,1.1672363,9.513626,1.27713,-0.121008,-0.13332783,94
0.939621,0.9792938,9.856003,1.3543034,-0.09859098,-0.09504763,95
1.0222168,1.0678864,9.840424,1.3912337,-0.10752325,-0.1035081,96
1.5094299,1.2163239,9.826065,1.852658,-0.12174521,-0.15242341,97
1.031784,0.8871155,9.98288,1.4505552,-0.08816368,-0.10298967,98
1.2341003,1.0451355,9.6141815,1.4823006,-0.107408084,-0.12766437,99
1.0952301,0.9218445,10.069077,1.5814476,-0.09076513,-0.1083457,100
0.6786499,0.8128967,9.84642,1.6595653,-0.08217671,-0.06881468,101
0.6116028,0.85839844,9.893097,1.7079122,-0.08638655,-0.06174259,102
0.72055054,0.9002838,9.695587,1.8037305,-0.09233633,-0.074181005,103
0.36740112,0.8296509,9.719513,1.8784527,-0.08509242,-0.037782375,104
0.2740326,0.73269653,10.089432,-0.6977758,-0.07246631,-0.027153684,105
0.03340149,0.80570984,9.980484,1.9702637,-0.0805534,-0.0033466679,106
-0.015686035,0.8799286,9.761429,2.0332892,-0.08990033,0.0016069391,107
-0.3580475,0.7506561,10.222305,2.1027381,-0.07325683,0.035011787,108
-0.328125,1.0211945,9.956543,3.070328,-0.10215269,0.032943793,109
-0.04321289,1.2139282,9.788956,2.1379006,-0.123378895,0.0044144248,110
-0.8009796,0.84043884,9.992462,2.1934905,-0.083642766,0.079987355,111
-0.6130371,1.0379486,10.008026,2.2206137,-0.1031502,0.061178107,112
-0.26826477,1.4126434,9.545944,2.337531,-0.14686021,0.02809509,113
-1.0080719,1.0104218,10.133713,-0.969395,-0.09889555,0.09915086,114
-0.64775085,1.3216705,10.033157,2.293806,-0.13070711,0.06447154,115
