14.316905,0
25.303473,1
34.273857,2
41.65337,3
47.47037,4
52.49262,5
55.81583,6
58.372684,7
60.2496,8
61.669014,9
63.607452,10
64.62989,11
65.38607,12
65.80492,13
66.27269,14
66.58004,15
67.34198,16
68.46088,17
69.34818,18
69.92708,19
70.32461,20
70.20916,21
70.29204,22
70.088326,23
69.95488,24
69.6329,25
69.46916,26
68.99311,27
68.93122,28
68.699684,29
68.62252,30
68.68465,31
68.5324,32
68.618805,33
68.24606,34
68.29922,35
68.64768,36
68.67972,37
69.13324,38
69.39177,39
69.23523,40
68.86208,41
68.45851,42
68.13397,43
67.91471,44
67.56169,45
67.91151,46
68.28909,47
68.42947,48
68.52053,49
68.23626,50
68.26426,51
68.337326,52
68.37594,53
68.56692,54
68.91632,55
69.24117,56
69.05088,57
69.48168,58
70.45098,59
71.59331,60
73.09086,61
75.062836,62
76.67124,63
78.36896,64
80.564865,65
83.046295,66
86.24731,67
89.472435,68
92.526276,69
96.07724,70
99.51609,71
103.38802,72
107.2345,73
110.82753,74
113.8604,75
117.115326,76
120.61735,77
123.79761,78
127.020096,79
130.43683,80
133.66458,81
136.36086,82
139.6526,83
142.49544,84
145.04277,85
147.69574,86
150.07022,87
151.7542,88
153.20825,89
155.4049,90
156.45204,91
157.5331,92
158.21664,93
158.45804,94
158.86763,95
159.41795,96
160.0857,97
160.2152,98
160.53362,99
160.631,100
159.63141,101
159.67615,102
159.50879,103
159.91023,104
159.50151,105
159.10875,106
158.75871,107
158.41399,108
158.3644,109
157.6678,110
157.52585,111
157.1855,112
157.64302,113
157.50902,114
157.80501,115
157.89511,116
158.05122,117
157.75752,118
157.90009,119
157.79941,120
157.75954,121
157.67038,122
158.09422,123
158.05139,124
158.14641,125
157.87354,126
158.1722,127
158.02449,128
158.25168,129
158.03062,130
158.2164,131
158.21136,132
158.15067,133
157.88513,134
157.5923,135
158.05292,136
157.7771,137
157.86116,138
157.6112,139
157.8468,140
157.75565,141
158.2246,142
158.52168,143
158.3689,144
158.21423,145
157.8312,146
157.97792,147
157.96475,148
158.18372,149
158.23624,150
158.41344,151
157.93486,152
157.48059,153
157.4298,154
157.31142,155
157.57062,156
157.38507,157
157.51756,158
157.59653,159
157.66765,160
157.89034,161
158.01349,162
158.14107,163
158.3825,164
158.57573,165
158.17818,166
158.03056,167
157.66357,168
157.48515,169
157.68585,170
157.22652,171
157.44669,172
157.28908,173
157.3161,174
157.5133,175
157.80394,176
157.56418,177
157.20685,178
157.2379,179
157.92287,180
157.65433,181
157.76389,182
157.70645,183
157.81679,184
157.8376,185
157.84976,186
158.08142,187
158.29437,188
158.77904,189
159.83621,190
160.67426,191
161.60982,192
163.77673,193
165.64894,194
167.65819,195
169.64012,196
172.48183,197
175.17142,198
178.03224,199
-179.50603,200
-176.37518,201
-173.76888,202
-171.49695,203
-168.28734,204
-166.18452,205
-162.17897,206
-159.16928,207
-154.71959,208
-152.36798,209
-147.19572,210
-143.87329,211
-139.95166,212
-136.28429,213
-132.52234,214
-128.68553,215
-124.959305,216
-121.86064,217
-118.44523,218
-115.42145,219
-112.53835,220
-110.097,221
-107.92228,222
-105.57732,223
-104.43377,224
-103.15304,225
-101.7903,226
-101.084656,227
-99.93623,228
-99.094986,229
-98.42326,230
-97.83456,231
-97.50592,232
-97.4624,233
-96.93075,234
-97.210884,235
-97.45288,236
-97.26084,237
-97.62438,238
-98.033325,239
-97.778496,240
-97.50532,241
-97.619064,242
-97.447876,243
-96.63505,244
-96.620316,245
-96.35203,246
-96.26411,247
-96.25352,248
-96.22329,249
-96.25949,250
-96.26878,251
-96.173645,252
-95.94364,253
-96.11877,254
-95.68386,255
-96.865036,256
-98.41554,257
-98.561455,258
-98.94736,259
-98.79127,260
-98.50703,261
-98.62829,262
-99.55389,263
-99.82993,264
-99.550674,265
-99.06065,266
-98.607445,267
-98.44749,268
-98.01577,269
-97.712494,270
-97.539764,271
-97.47677,272
-97.000084,273
-97.11624,274
-97.395645,275
-97.09512,276
-96.88769,277
-96.72032,278
-96.934135,279
-96.923355,280
-97.666115,281
-98.577255,282
-98.33945,283
-98.36124,284
-98.8019,285
-98.21774,286
-98.380264,287
-98.01274,288
-97.57679,289
-97.43315,290
-97.60227,291
-97.63917,292
-97.30808,293
-97.52006,294
-97.296265,295
-97.23118,296
-97.45414,297
-97.39595,298
-97.52693,299
-98.181656,300
-97.923,301
-97.62424,302
-97.607864,303
-97.21083,304
-97.12362,305
-97.93869,306
-97.85466,307
-98.22714,308
-97.85061,309
-97.83998,310
-97.77757,311
-97.70069,312
-96.747604,313
-95.40875,314
-94.23826,315
-92.64814,316
-91.15815,317
-88.9295,318
-86.798485,319
-84.669205,320
-80.87542,321
-77.07144,322
-73.80421,323
-70.46238,324
-66.69861,325
-62.802376,326
-58.528454,327
-54.112293,328
-49.17218,329
-43.17113,330
-37.094925,331
-31.793398,332
-27.712671,333
-24.377928,334
-21.315176,335
-18.744743,336
-15.874526,337
-13.435267,338
-11.5141325,339
-9.890019,340
-9.105322,341
-8.552593,342
-8.174413,343
-7.9392276,344
-7.361777,345
-7.240698,346
-6.849355,347
-6.818893,348
-6.7619443,349
-6.50477,350
-6.2304854,351
-6.335911,352
-6.1869807,353
-5.9199867,354
-5.8469825,355
-5.8699083,356
-5.915638,357
-5.94204,358
-5.949846,359
-6.35238,360
-6.5896506,361
-6.4725733,362
-6.0567408,363
-6.2409487,364
-6.2414036,365
-6.193856,366
-6.1355524,367
-6.029649,368
-6.0130186,369
-6.020073,370
-6.1411424,371
-6.080743,372
-5.6288266,373
-5.8033767,374
-5.897235,375
-5.9262757,376
-5.8099046,377
-6.1679163,378
-6.171546,379
-5.8032584,380
-5.774046,381
-5.7829742,382
-5.8498545,383
-6.09588,384
-6.003962,385
-6.094709,386
-6.1450496,387
-6.0291514,388
-5.845369,389
-6.013481,390
-6.3424687,391
-6.04128,392
-6.047524,393
-5.7738786,394
-5.4341636,395
-5.6626167,396
-5.9668665,397
-5.9990478,398
-6.3182793,399
-6.1833315,400
-5.6641006,401
-5.0108986,402
-4.294275,403
-1.7818823,404
-0.42078435,405
1.1397948,406
4.2936473,407
6.74257,408
10.287012,409
13.2477255,410
16.682232,411
19.518417,412
22.9892,413
26.184948,414
29.744852,415
34.000076,416
37.486706,417
41.115944,418
44.26044,419
46.6576,420
49.495964,421
52.06081,422
55.047165,423
57.466362,424
59.761303,425
61.691525,426
63.599663,427
65.17043,428
66.311584,429
66.93951,430
67.76296,431
68.42472,432
68.7733,433
69.402824,434
69.784096,435
70.22524,436
70.24834,437
70.115524,438
70.38791,439
70.13653,440
70.4699,441
70.51376,442
70.86096,443
70.7166,444
70.882095,445
70.71865,446
70.5801,447
70.63302,448
70.61519,449
70.586,450
70.679634,451
70.74694,452
70.50824,453
70.47773,454
70.57763,455
70.748055,456
70.56531,457
70.708336,458
70.75009,459
71.499275,460
72.44967,461
73.1616,462
73.80896,463
74.12728,464
74.20785,465
73.826195,466
73.851974,467
74.17024,468
75.592255,469
77.28763,470
76.61467,471
75.94205,472
75.277756,473
74.489235,474
73.424,475
72.88985,476
72.786514,477
72.185295,478
71.938034,479
71.47476,480
71.24346,481
71.01768,482
70.42108,483
70.21102,484
